0.5, 0x49df3200,  0.000469518,268.817,  0.000507137,1
0.69, 0x1fcb0020,  0.0201853,267.55,  0.0203719,1
0.71, 0x1fca1700,  0.0303827,267.417,  0.0308921,1
0.6, 0x49dfa310,  0.00416052,268.15,  0.00565032,1
0.66, 0x106ffda0,  0.0126749,267.75,  0.0138753,1
0.8, 0x1fc8d050,  0.0806806,266.817,  0.0844033,1
0.67, 0x49df4620,  0.0157563,267.683,  0.0158377,1
0.7, 0x41e131b0,  0.0235445,267.483,  0.0275674,1
0.83, 0x1fcbbbb0,  0.10209,266.617,  0.107684,1
0.83, 0x1fc92da0,  0.102107,266.617,  0.107684,1
0.68, 0x49e00050,  0.0174567,267.617,  0.0179994,1
0.84, 0x1fc87310,  0.107827,266.55,  0.116296,1
0.84, 0x1fc81620,  0.109742,266.55,  0.116296,1
0.73, 0x106ed200,  0.0364719,267.283,  0.0383918,1
0.69, 0x49e0bae0,  0.0200126,267.55,  0.0203719,1
0.69, 0x49dfd1b0,  0.0185218,267.55,  0.0203719,1
0.72, 0x41e332e0,  0.034195,267.35,  0.0344963,1
0.69, 0x49e0ea10,  0.0194932,267.55,  0.0203719,1
0.85, 0x1fc80200,  0.117953,266.483,  0.125346,1
0.85, 0x1fc95c40,  0.124157,266.483,  0.125346,1
0.85, 0x1fc84470,  0.121582,266.483,  0.125346,1
0.74, 0x10728bb0,  0.0425702,267.217,  0.0425902,1
0.86, 0x1fc8a1b0,  0.12992,266.417,  0.134841,1
0.7, 0x49e02f00,  0.022558,267.483,  0.0275674,1
0.7, 0x49df7470,  0.0251579,267.483,  0.0275674,1
0.73, 0x41e24a10,  0.0369406,267.283,  0.0383918,1
0.87, 0x1fca45a0,  0.136329,266.35,  0.144789,1
0.71, 0x49e05da0,  0.0289257,267.417,  0.0308921,1
0.71, 0x49e175a0,  0.028894,267.417,  0.0308921,1
0.88, 0x1fc8ff00,  0.149219,266.283,  0.155194,1
0.88, 0x1fcb5e70,  0.150672,266.283,  0.155194,1
0.88, 0x1fcad180,  0.152504,266.283,  0.155194,1
0.75, 0x41e36180,  0.0441203,267.15,  0.0471031,1
0.73, 0x49e28e70,  0.0348523,267.283,  0.0383918,1
0.91, 0x1fca7440,  0.195942,266.083,  0.20545,1
0.78, 0x41e18f00,  0.0600364,266.95,  0.0626368,1
0.78, 0x41e41d10,  0.0596438,266.95,  0.0626368,1
0.92, 0x1fc9e860,  0.217188,266.017,  0.218594,1
0.93, 0x1fcaa2e0,  0.230754,265.95,  0.23224,1
0.76, 0x49e1d2e0,  0.0496283,267.083,  0.0519413,1
0.8, 0x1070e700,  0.0839788,266.817,  0.0844033,1
0.8, 0x106fa050,  0.0703069,266.817,  0.0844033,1
0.95, 0x1fcb8d10,  0.25892,265.817,  0.261047,1
0.82, 0x106f4310,  0.0938902,266.683,  0.0995034,1
0.82, 0x106fcf00,  0.099144,266.683,  0.0995034,1
0.96, 0x1fc9ba10,  0.265033,265.75,  0.276213,1
0.81, 0x41e0d470,  0.0885668,266.75,  0.0917459,1
0.82, 0x41e09200,  0.0929305,266.683,  0.0995034,1
0.83, 0x106f71b0,  0.100716,266.617,  0.107684,1
0.83, 0x1071a180,  0.10052,266.617,  0.107684,1
0.8, 0x49e08c40,  0.069195,266.817,  0.0844033,1
0.8, 0x49e11860,  0.0835088,266.817,  0.0844033,1
0.8, 0x49e23020,  0.0690304,266.817,  0.0844033,1
0.83, 0x41e10310,  0.103307,266.617,  0.107684,1
0.83, 0x41e1bda0,  0.107221,266.617,  0.107684,1
0.83, 0x41e0a620,  0.101713,266.617,  0.107684,1
0.81, 0x49e1a440,  0.0906815,266.75,  0.0917459,1
1, 0x1fc98ae0,  0.339456,265.483,  0.362778,1
0.85, 0x107115a0,  0.121646,266.483,  0.125346,1
0.84, 0x41e2d5a0,  0.115089,266.55,  0.116296,1
0.86, 0x106f1470,  0.127356,266.417,  0.134841,1
0.83, 0x49e25fd0,  0.105332,266.617,  0.107684,1
1.02, 0x1fcb2fd0,  0.392972,265.35,  0.400448,1
0.86, 0x41e16050,  0.126551,266.417,  0.134841,1
0.86, 0x41e3bfd0,  0.132316,266.417,  0.134841,1
0.88, 0x106ee620,  0.148676,266.283,  0.155194,1
0.88, 0x1071ffd0,  0.144947,266.283,  0.155194,1
0.85, 0x49e2bd10,  0.120106,266.483,  0.125346,1
0.88, 0x1071d020,  0.153004,266.283,  0.155194,1
0.88, 0x1070b860,  0.153317,266.283,  0.155194,1
0.89, 0x107172e0,  0.161155,266.217,  0.166062,1
0.86, 0x49e2ebb0,  0.130492,266.417,  0.134841,1
0.88, 0x41e3ee70,  0.146199,266.283,  0.155194,1
0.88, 0x41e44bb0,  0.149432,266.283,  0.155194,1
0.9, 0x10705ae0,  0.177827,266.15,  0.192805,1
0.9, 0x10725d10,  0.174202,266.15,  0.192805,1
0.9, 0x10702c40,  0.181356,266.15,  0.192805,1
0.89, 0x41e39020,  0.157456,266.217,  0.166062,1
0.91, 0x10722e70,  0.19654,266.083,  0.20545,1
0.88, 0x49e20180,  0.151857,266.283,  0.155194,1
0.9, 0x41e1ec40,  0.183748,266.15,  0.192805,1
0.9, 0x41e30440,  0.179462,266.15,  0.192805,1
0.92, 0x10708a10,  0.21065,266.017,  0.218594,1
0.92, 0x10714440,  0.205856,266.017,  0.218594,1
0.91, 0x41e27860,  0.204102,266.083,  0.20545,1
