0.75, 0x32b27bb0,  0.0457419,267.15,  0.0471031,1
0.75, 0x32b105a0,  0.0433889,267.15,  0.0471031,1
0.77, 0x32b1efd0,  0.0569204,267.017,  0.0571158,1
0.82, 0x32b01c40,  0.0949376,266.683,  0.0995034,1
0.84, 0x32b19180,  0.110735,266.55,  0.116296,1
0.85, 0x32b0d700,  0.118511,266.483,  0.125346,1
0.85, 0x32af3310,  0.119853,266.483,  0.125346,1
0.85, 0x32b1c020,  0.117692,266.483,  0.125346,1
0.86, 0x32aed620,  0.126358,266.417,  0.134841,1
0.86, 0x32afeda0,  0.125657,266.417,  0.134841,1
0.86, 0x32af0470,  0.129983,266.417,  0.134841,1
0.89, 0x32afbf00,  0.163525,266.217,  0.166062,1
0.89, 0x32b04ae0,  0.163262,266.217,  0.166062,1
0.9, 0x32aec200,  0.190997,266.15,  0.192805,1
0.9, 0x32b21e70,  0.178092,266.15,  0.192805,1
0.9, 0x32b07a10,  0.190776,266.15,  0.192805,1
0.9, 0x32b13440,  0.175241,266.15,  0.192805,1
0.9, 0x32af9050,  0.171192,266.15,  0.192805,1
0.91, 0x32af61b0,  0.200186,266.083,  0.20545,1
0.93, 0x32b0a860,  0.220223,265.95,  0.23224,1
0.95, 0x32b24d10,  0.256266,265.817,  0.261047,1
0.96, 0x32b162e0,  0.268555,265.75,  0.276213,1
