0, 272.15,  -1260.17, 2432, 4976.34
0, 272.15,  -1260.17, 2432, 4976.34
0, 272.15,  -1260.17, 2432, 4976.34
0, 272.15,  -1260.17, 2432, 4976.34
0, 272.15,  -1260.17, 2432, 4976.34
0, 272.15,  -1260.17, 2432, 4976.34
0, 272.15,  -1260.17, 2432, 4976.34
0, 272.15,  -1260.17, 2432, 4976.34
0, 272.15,  -1260.17, 2432, 4976.34
0, 272.15,  -1260.17, 2432, 4976.34
0, 272.15,  -1260.17, 2432, 4976.34
0, 272.15,  -1260.17, 2432, 4976.34
0, 272.15,  -1260.17, 2432, 4976.34
0, 272.15,  -1260.17, 2432, 4976.34
0, 272.15,  -1260.17, 2432, 4976.34
0, 272.15,  -1260.17, 2432, 4976.34
0, 272.15,  -1260.17, 2432, 4976.34
0, 272.15,  -1260.17, 2432, 4976.34
0, 272.15,  -1260.17, 2432, 4976.34
0, 272.15,  -1260.17, 2432, 4976.34
0, 272.15,  -1260.17, 2432, 4976.34
0, 272.15,  -1260.17, 2432, 4976.34
0.01, 272.083,  -667.38, 2425.32, 4969.66
0.01, 272.083,  -667.38, 2425.32, 4969.66
0.01, 272.083,  -667.38, 2425.32, 4969.66
0.01, 272.083,  -667.38, 2425.32, 4969.66
0.01, 272.083,  -667.38, 2425.32, 4969.66
0.01, 272.083,  -667.38, 2425.32, 4969.66
0.01, 272.083,  -667.38, 2425.32, 4969.66
0.01, 272.083,  -667.38, 2425.32, 4969.66
0.01, 272.083,  -667.38, 2425.32, 4969.66
0.01, 272.083,  -667.38, 2425.32, 4969.66
0.01, 272.083,  -667.38, 2425.32, 4969.66
0.01, 272.083,  -667.38, 2425.32, 4969.66
0.01, 272.083,  -667.38, 2425.32, 4969.66
0.01, 272.083,  -667.38, 2425.32, 4969.66
0.01, 272.083,  -667.38, 2425.32, 4969.66
0.01, 272.083,  -667.38, 2425.32, 4969.66
0.01, 272.083,  -667.38, 2425.32, 4969.66
0.01, 272.083,  -667.38, 2425.32, 4969.66
0.01, 272.083,  -667.38, 2425.32, 4969.66
0.01, 272.083,  -667.38, 2425.32, 4969.66
0.01, 272.083,  -667.38, 2425.32, 4969.66
0.01, 272.083,  -667.38, 2425.32, 4969.66
0.02, 272.017,  -739.356, 2417.93, 4962.27
0.02, 272.017,  -739.356, 2417.93, 4962.27
0.02, 272.017,  -739.356, 2417.93, 4962.27
0.02, 272.017,  -739.356, 2417.93, 4962.27
0.02, 272.017,  -739.356, 2417.93, 4962.27
0.02, 272.017,  -739.356, 2417.93, 4962.27
0.02, 272.017,  -739.356, 2417.93, 4962.27
0.02, 272.017,  -739.356, 2417.93, 4962.27
0.02, 272.017,  -739.356, 2417.93, 4962.27
0.02, 272.017,  -739.356, 2417.93, 4962.27
0.02, 272.017,  -739.356, 2417.93, 4962.27
0.02, 272.017,  -739.356, 2417.93, 4962.27
0.02, 272.017,  -739.356, 2417.93, 4962.27
0.02, 272.017,  -739.356, 2417.93, 4962.27
0.02, 272.017,  -739.356, 2417.93, 4962.27
0.02, 272.017,  -739.356, 2417.93, 4962.27
0.02, 272.017,  -739.356, 2417.93, 4962.27
0.02, 272.017,  -739.356, 2417.93, 4962.27
