0.76, 0x37a7b440,  0.0493627,267.083,  0.0519413,1
0.77, 0x37a54200,  0.0565321,267.017,  0.0571158,1
0.8, 0x37a8fbb0,  0.0816454,266.817,  0.0844033,1
0.8, 0x37a81180,  0.0755448,266.817,  0.0844033,1
0.82, 0x37a63f00,  0.0948224,266.683,  0.0995034,1
0.82, 0x37a61050,  0.0984443,266.683,  0.0995034,1
0.83, 0x37a66da0,  0.102444,266.617,  0.107684,1
0.83, 0x37a75700,  0.104355,266.617,  0.107684,1
0.83, 0x37a6cae0,  0.100467,266.617,  0.107684,1
0.83, 0x37a89e70,  0.106984,266.617,  0.107684,1
0.84, 0x37a55620,  0.109961,266.55,  0.116296,1
0.84, 0x37a58470,  0.114692,266.55,  0.116296,1
0.85, 0x37a5b310,  0.123524,266.483,  0.125346,1
0.85, 0x37a72860,  0.119717,266.483,  0.125346,1
0.86, 0x37a5e1b0,  0.127349,266.417,  0.134841,1
0.88, 0x37a84020,  0.148027,266.283,  0.155194,1
0.9, 0x37a86fd0,  0.191098,266.15,  0.192805,1
0.9, 0x37a8cd10,  0.177513,266.15,  0.192805,1
0.9, 0x37a69c40,  0.173536,266.15,  0.192805,1
0.9, 0x37a785a0,  0.16672,266.15,  0.192805,1
0.91, 0x37a7e2e0,  0.200117,266.083,  0.20545,1
1, 0x37a6fa10,  0.330813,265.483,  0.362778,1
0.79, 0x3dc83020,  0.0629805,266.883,  0.0685144,1
0.84, 0x3dc60050,  0.107959,266.55,  0.116296,1
0.86, 0x3dc65da0,  0.13302,266.417,  0.134841,1
0.89, 0x3dc53200,  0.157962,266.217,  0.166062,1
0.89, 0x3dc5a310,  0.162278,266.217,  0.166062,1
0.89, 0x3dc54620,  0.165286,266.217,  0.166062,1
0.9, 0x3dc8ebb0,  0.189117,266.15,  0.192805,1
0.9, 0x3dc68c40,  0.178461,266.15,  0.192805,1
0.9, 0x3dc775a0,  0.185598,266.15,  0.192805,1
0.91, 0x3dc62f00,  0.198864,266.083,  0.20545,1
0.91, 0x3dc5d1b0,  0.1996,266.083,  0.20545,1
0.92, 0x3dc7d2e0,  0.212397,266.017,  0.218594,1
0.92, 0x3dc74700,  0.210038,266.017,  0.218594,1
0.68, 0x1c2ecfd0,  0.0170676,267.617,  0.0179994,1
